exit_date,trade_number,signal,qty,net_pnl_usd,pnl_per_contract,commission_usd,mae_usd,mfe_usd,duration_bars,is_scalein
2022-07-19,400,Scale-in Long,2,931.36,465.68,3.64,-36.82,970.18,26,True
2022-07-19,399,ORB Long,2,950.36,475.18,3.64,-17.82,989.18,26,False
2022-07-20,401,ORB Long,2,272.36,136.18,3.64,-63.82,736.18,11,False
2022-07-20,402,Scale-in Long,2,235.36,117.68,3.64,-100.82,699.18,11,True
2022-07-21,403,ORB Long,2,185.36,92.68,3.64,-611.82,516.18,27,False
2022-07-21,404,Scale-in Long,2,615.36,307.68,3.64,-181.82,946.18,27,True
2022-07-27,405,ORB Long,2,616.36,308.18,3.64,-58.82,1212.18,25,False
2022-07-27,406,Scale-in Long,2,497.36,248.68,3.64,-115.82,1093.18,24,True
2022-07-28,407,ORB Long,2,1074.36,537.18,3.64,-125.82,1172.18,22,False
2022-07-28,408,Scale-in Long,2,989.36,494.68,3.64,-210.82,1087.18,21,True
2022-07-29,409,ORB Long,2,431.36,215.68,3.64,-318.82,586.18,28,False
2022-07-29,410,Scale-in Long,2,347.36,173.68,3.64,-402.82,502.18,27,True
2022-08-01,412,Scale-in Long,2,-317.64,-158.82,3.64,-644.82,199.18,27,True
2022-08-01,411,ORB Long,2,-44.64,-22.32,3.64,-371.82,472.18,28,False
2022-08-02,413,ORB Long,2,70.36,35.18,3.64,-89.82,613.18,11,False
2022-08-02,414,Scale-in Long,2,-192.64,-96.32,3.64,-328.82,512.18,24,True
2022-08-03,415,ORB Long,2,524.36,262.18,3.64,-221.82,777.18,28,False
2022-08-03,416,Scale-in Long,2,383.36,191.68,3.64,-362.82,636.18,27,True
2022-08-04,417,ORB Long,2,-9.64,-4.82,3.64,-578.82,71.18,27,False
2022-08-04,418,Scale-in Long,2,-46.64,-23.32,3.64,-193.82,34.18,7,True
2022-08-05,419,ORB Long,2,8.36,4.18,3.64,-505.82,392.18,27,False
2022-08-05,420,Scale-in Long,2,-264.64,-132.32,3.64,-778.82,119.18,27,True
2022-08-08,422,Scale-in Long,2,-679.64,-339.82,3.64,-1044.82,32.18,27,True
2022-08-08,421,ORB Long,2,-723.64,-361.82,3.64,-1088.82,107.18,28,False
2022-08-10,424,Scale-in Long,2,126.36,63.18,3.64,-130.82,236.18,23,True
2022-08-10,423,ORB Long,2,99.36,49.68,3.64,-157.82,209.18,23,False
2022-08-11,425,ORB Long,2,-580.64,-290.32,3.64,-578.82,246.18,7,False
2022-08-12,426,ORB Long,2,587.36,293.68,3.64,-272.82,600.18,27,False
2022-08-15,427,ORB Long,2,240.36,120.18,3.64,-320.82,350.18,28,False
2022-08-16,428,ORB Long,2,6.36,3.18,3.64,-116.82,320.18,11,False
2022-08-17,429,ORB Long,2,-228.64,-114.32,3.64,-362.82,197.18,11,False
2022-08-18,430,ORB Long,2,89.36,44.68,3.64,-129.82,237.18,25,False
2022-08-23,431,ORB Long,2,-258.64,-129.32,3.64,-311.82,265.18,27,False
2022-08-23,432,Scale-in Long,2,-486.64,-243.32,3.64,-539.82,37.18,27,True
2022-08-24,433,ORB Long,2,85.36,42.68,3.64,-125.82,417.18,13,False
2022-08-24,434,Scale-in Long,2,76.36,38.18,3.64,-42.82,408.18,13,True
2022-08-25,436,Scale-in Long,2,357.36,178.68,3.64,-230.82,427.18,27,True
2022-08-25,435,ORB Long,2,398.36,199.18,3.64,-189.82,468.18,28,False
2022-08-29,437,ORB Long,2,-408.64,-204.32,3.64,-633.82,14.18,26,False
2022-09-01,438,ORB Long,2,265.36,132.68,3.64,-167.82,301.18,7,False
2022-09-01,439,Scale-in Long,2,192.36,96.18,3.64,-240.82,228.18,7,True
2022-09-02,440,ORB Long,2,-1303.64,-651.82,3.64,-1301.82,161.18,13,False
2022-09-02,441,Scale-in Long,2,-1397.64,-698.82,3.64,-1395.82,18.18,13,True
2022-09-07,442,ORB Long,2,547.36,273.68,3.64,-100.82,720.18,23,False
2022-09-07,443,Scale-in Long,2,489.36,244.68,3.64,-158.82,662.18,23,True
2022-09-08,444,ORB Long,2,391.36,195.68,3.64,-439.82,527.18,28,False
2022-09-08,445,Scale-in Long,2,374.36,187.18,3.64,-456.82,510.18,26,True
2022-09-09,447,Scale-in Long,2,283.36,141.68,3.64,-129.82,378.18,27,True
2022-09-09,446,ORB Long,2,347.36,173.68,3.64,-65.82,442.18,28,False
2022-09-14,448,ORB Long,2,-292.64,-146.32,3.64,-402.82,234.18,17,False
2022-09-14,449,Scale-in Long,2,572.36,286.18,3.64,-51.82,588.18,26,True
2022-09-15,450,ORB Long,2,-786.64,-393.32,3.64,-784.82,117.18,5,False
2022-09-15,451,Scale-in Long,2,-789.64,-394.82,3.64,-787.82,89.18,4,True
2022-09-16,452,ORB Long,2,340.36,170.18,3.64,-376.82,351.18,27,False
2022-09-16,453,Scale-in Long,2,351.36,175.68,3.64,-365.82,362.18,27,True
2022-09-19,454,ORB Long,2,519.36,259.68,3.64,-267.82,605.18,28,False
2022-09-19,455,Scale-in Long,2,509.36,254.68,3.64,-277.82,595.18,27,True
2022-09-20,457,Scale-in Long,2,-40.64,-20.32,3.64,-518.82,259.18,24,True
2022-09-20,456,ORB Long,2,0.36,0.18,3.64,-477.82,300.18,27,False
2022-09-21,459,Scale-in Long,2,9.36,4.68,3.64,-234.82,282.18,15,True
2022-09-21,458,ORB Long,2,62.36,31.18,3.64,-181.82,335.18,16,False
2022-09-26,460,ORB Long,2,-707.64,-353.82,3.64,-803.82,184.18,28,False
2022-09-26,461,Scale-in Long,2,-722.64,-361.32,3.64,-818.82,169.18,27,True
2022-09-28,462,ORB Long,2,744.36,372.18,3.64,-265.82,1040.18,27,False
2022-09-28,463,Scale-in Long,2,910.36,455.18,3.64,-99.82,1206.18,27,True
2022-09-30,464,ORB Long,2,-761.64,-380.82,3.64,-886.82,443.18,27,False
2022-09-30,465,Scale-in Long,2,-694.64,-347.32,3.64,-819.82,510.18,27,True
2022-10-03,466,ORB Long,2,689.36,344.68,3.64,-5.82,885.18,27,False
2022-10-03,467,Scale-in Long,2,645.36,322.68,3.64,-49.82,841.18,27,True
2022-10-04,469,Scale-in Long,2,-44.64,-22.32,3.64,-524.82,84.18,27,True
2022-10-04,468,ORB Long,2,105.36,52.68,3.64,-374.82,234.18,28,False
2022-10-05,471,Scale-in Long,2,341.36,170.68,3.64,-18.82,674.18,16,True
2022-10-05,470,ORB Long,2,352.36,176.18,3.64,-7.82,685.18,16,False
2022-10-11,472,ORB Long,2,-264.64,-132.32,3.64,-716.82,373.18,21,False
2022-10-11,473,Scale-in Long,2,-368.64,-184.32,3.64,-820.82,269.18,21,True
2022-10-13,474,ORB Long,2,1566.36,783.18,3.64,-75.82,1568.18,6,False
2022-10-13,475,Scale-in Long,2,1256.36,628.18,3.64,-368.82,1258.18,5,True
2022-10-17,476,ORB Long,2,77.36,38.68,3.64,-369.82,136.18,27,False
2022-10-17,477,Scale-in Long,2,26.36,13.18,3.64,-420.82,85.18,27,True
2022-10-19,478,ORB Long,2,-255.64,-127.82,3.64,-654.82,282.18,27,False
2022-10-19,479,Scale-in Long,2,-494.64,-247.32,3.64,-893.82,43.18,26,True
2022-10-20,480,ORB Long,2,60.36,30.18,3.64,-38.82,504.18,9,False
2022-10-20,481,Scale-in Long,2,-816.64,-408.32,3.64,-891.82,260.18,27,True
2022-10-21,483,Scale-in Long,2,721.36,360.68,3.64,-588.82,752.18,27,True
2022-10-21,482,ORB Long,2,889.36,444.68,3.64,-420.82,920.18,28,False
2022-10-24,484,ORB Long,2,239.36,119.68,3.64,-103.82,465.18,20,False
2022-10-24,485,Scale-in Long,2,161.36,80.68,3.64,-181.82,387.18,20,True
2022-10-25,486,ORB Long,2,-269.64,-134.82,3.64,-459.82,329.18,28,False
2022-10-25,487,Scale-in Long,2,-224.64,-112.32,3.64,-414.82,374.18,27,True
2022-10-26,488,ORB Long,2,276.36,138.18,3.64,0.0,759.18,11,False
2022-10-26,489,Scale-in Long,2,139.36,69.68,3.64,-102.82,622.18,11,True
2022-10-28,490,ORB Long,2,1044.36,522.18,3.64,0.0,1048.18,26,False
2022-10-28,491,Scale-in Long,2,977.36,488.68,3.64,-18.82,981.18,26,True
2022-11-03,492,ORB Long,2,-485.64,-242.82,3.64,-527.82,158.18,24,False
2022-11-03,493,Scale-in Long,2,-559.64,-279.82,3.64,-601.82,84.18,24,True
2022-11-04,494,ORB Long,2,-361.64,-180.82,3.64,-1206.82,39.18,25,False
2022-11-07,495,ORB Long,2,176.36,88.18,3.64,-16.82,275.18,11,False
2022-11-07,496,Scale-in Long,2,70.36,35.18,3.64,-18.82,169.18,10,True
2022-11-08,497,ORB Long,2,77.36,38.68,3.64,-26.82,551.18,12,False
2022-11-08,498,Scale-in Long,2,81.36,40.68,3.64,-22.82,555.18,12,True
2022-11-10,499,ORB Long,2,894.36,447.18,3.64,-375.82,901.18,28,False
2022-11-10,500,Scale-in Long,2,1010.36,505.18,3.64,-259.82,1017.18,27,True
2022-11-11,501,ORB Long,2,716.36,358.18,3.64,-66.82,885.18,27,False
2022-11-11,502,Scale-in Long,2,485.36,242.68,3.64,-297.82,654.18,27,True
2022-11-14,503,ORB Long,2,47.36,23.68,3.64,-230.82,449.18,22,False
2022-11-14,504,Scale-in Long,2,8.36,4.18,3.64,-269.82,410.18,22,True
2022-11-17,506,Scale-in Long,2,336.36,168.18,3.64,-254.82,453.18,26,True
2022-11-17,505,ORB Long,2,122.36,61.18,3.64,-66.82,641.18,21,False
2022-11-22,507,ORB Long,2,428.36,214.18,3.64,-62.82,510.18,24,False
2022-11-22,508,Scale-in Long,2,348.36,174.18,3.64,-142.82,430.18,24,True
2022-11-30,509,ORB Long,2,1633.36,816.68,3.64,0.0,1635.18,8,False
2022-11-30,510,Scale-in Long,2,1227.36,613.68,3.64,-217.82,1229.18,8,True
2022-12-01,511,ORB Long,2,-315.64,-157.82,3.64,-684.82,119.18,28,False
2022-12-01,512,Scale-in Long,2,123.36,61.68,3.64,-245.82,375.18,27,True
2022-12-02,513,ORB Long,2,250.36,125.18,3.64,-150.82,525.18,27,False
2022-12-02,514,Scale-in Long,2,141.36,70.68,3.64,-259.82,416.18,27,True
2022-12-08,515,ORB Long,2,137.36,68.68,3.64,-96.82,335.18,28,False
2022-12-08,516,Scale-in Long,2,-2.64,-1.32,3.64,-236.82,195.18,27,True
2022-12-09,518,Scale-in Long,2,-338.64,-169.32,3.64,-344.82,326.18,27,True
2022-12-09,517,ORB Long,2,-364.64,-182.32,3.64,-370.82,300.18,27,False
2022-12-14,519,ORB Long,2,-844.64,-422.32,3.64,-842.82,237.18,19,False
2022-12-14,520,Scale-in Long,2,-941.64,-470.82,3.64,-939.82,140.18,18,True
2022-12-20,521,ORB Long,2,91.36,45.68,3.64,-268.82,313.18,28,False
2022-12-20,522,Scale-in Long,2,52.36,26.18,3.64,-307.82,274.18,27,True
2022-12-21,523,ORB Long,2,461.36,230.68,3.64,0.0,601.18,27,False
2022-12-21,524,Scale-in Long,2,267.36,133.68,3.64,-40.82,407.18,27,True
2022-12-23,525,ORB Long,2,56.36,28.18,3.64,-304.82,207.18,26,False
2022-12-23,526,Scale-in Long,2,-26.64,-13.32,3.64,-387.82,64.18,25,True
2022-12-29,528,Scale-in Long,2,164.36,82.18,3.64,-2.82,335.18,27,True
2022-12-29,527,ORB Long,2,238.36,119.18,3.64,0.0,409.18,27,False
2022-12-30,529,ORB Long,2,366.36,183.18,3.64,-294.82,413.18,24,False
2022-12-30,530,Scale-in Long,2,433.36,216.68,3.64,-227.82,480.18,24,True
2023-01-04,531,ORB Long,2,-257.64,-128.82,3.64,-586.82,82.18,21,False
2023-01-04,532,Scale-in Long,2,-311.64,-155.82,3.64,-640.82,28.18,21,True
2023-01-05,533,ORB Long,2,-363.64,-181.82,3.64,-488.82,1.18,27,False
2023-01-06,534,ORB Long,2,645.36,322.68,3.64,-31.82,881.18,25,False
2023-01-06,535,Scale-in Long,2,660.36,330.18,3.64,-16.82,896.18,25,True
2023-01-09,536,ORB Long,2,-508.64,-254.32,3.64,-600.82,297.18,28,False
2023-01-09,537,Scale-in Long,2,-429.64,-214.82,3.64,-521.82,376.18,27,True
2023-01-10,538,ORB Long,2,132.36,66.18,3.64,-504.82,169.18,27,False
2023-01-10,539,Scale-in Long,2,94.36,47.18,3.64,-542.82,131.18,27,True
2023-01-11,541,Scale-in Long,2,476.36,238.18,3.64,-168.82,496.18,27,True
2023-01-11,540,ORB Long,2,462.36,231.18,3.64,-182.82,482.18,27,False
2023-01-12,542,ORB Long,2,8.36,4.18,3.64,-268.82,224.18,18,False
2023-01-12,543,Scale-in Long,2,-75.64,-37.82,3.64,-352.82,140.18,18,True
2023-01-13,544,ORB Long,2,533.36,266.68,3.64,-53.82,608.18,27,False
2023-01-13,545,Scale-in Long,2,403.36,201.68,3.64,-183.82,478.18,27,True
2023-01-17,546,ORB Long,2,5.36,2.68,3.64,-264.82,255.18,27,False
2023-01-17,547,Scale-in Long,2,-172.64,-86.32,3.64,-442.82,75.18,27,True
2023-01-18,548,ORB Long,2,-553.64,-276.82,3.64,-551.82,127.18,3,False
2023-01-18,549,Scale-in Long,2,-544.64,-272.32,3.64,-542.82,41.18,3,True
2023-01-19,551,Scale-in Long,2,-136.64,-68.32,3.64,-300.82,60.18,8,True
2023-01-19,550,ORB Long,2,-219.64,-109.82,3.64,-383.82,28.18,9,False
2023-01-20,552,ORB Long,2,906.36,453.18,3.64,-97.82,948.18,28,False
2023-01-20,553,Scale-in Long,2,810.36,405.18,3.64,-88.82,852.18,27,True
2023-01-23,554,ORB Long,2,240.36,120.18,3.64,-39.82,725.18,20,False
2023-01-23,555,Scale-in Long,2,183.36,91.68,3.64,-18.82,668.18,19,True
2023-01-24,556,ORB Long,2,276.36,138.18,3.64,-259.82,428.18,27,False
2023-01-24,557,Scale-in Long,2,289.36,144.68,3.64,-169.82,441.18,26,True
2023-01-25,558,ORB Long,2,598.36,299.18,3.64,-19.82,773.18,22,False
2023-01-25,559,Scale-in Long,2,596.36,298.18,3.64,-21.82,771.18,22,True
2023-01-26,560,ORB Long,2,-66.64,-33.32,3.64,-80.82,150.18,6,False
2023-01-26,561,Scale-in Long,2,-80.64,-40.32,3.64,-94.82,136.18,6,True
2023-01-27,563,Scale-in Long,2,187.36,93.68,3.64,-318.82,543.18,27,True
2023-01-27,562,ORB Long,2,347.36,173.68,3.64,-158.82,703.18,28,False
2023-01-30,565,Scale-in Long,2,-511.64,-255.82,3.64,-509.82,12.18,21,True
2023-01-30,564,ORB Long,2,-555.64,-277.82,3.64,-553.82,92.18,22,False
2023-01-31,566,ORB Long,2,322.36,161.18,3.64,0.0,469.18,26,False
2023-01-31,567,Scale-in Long,2,238.36,119.18,3.64,-69.82,385.18,26,True
2023-02-01,568,ORB Long,2,858.36,429.18,3.64,-406.82,1188.18,21,False
2023-02-01,569,Scale-in Long,2,941.36,470.68,3.64,-323.82,1271.18,6,True
2023-02-02,570,ORB Long,2,248.36,124.18,3.64,-15.82,790.18,17,False
2023-02-02,571,Scale-in Long,2,19.36,9.68,3.64,-472.82,561.18,22,True
2023-02-03,572,ORB Long,2,-435.64,-217.82,3.64,-584.82,611.18,28,False
2023-02-03,573,Scale-in Long,2,-560.64,-280.32,3.64,-709.82,486.18,27,True
2023-02-06,574,ORB Long,2,-216.64,-108.32,3.64,-437.82,171.18,27,False
2023-02-06,575,Scale-in Long,2,-157.64,-78.82,3.64,-378.82,230.18,27,True
2023-02-07,577,Scale-in Long,2,570.36,285.18,3.64,-81.82,887.18,8,True
2023-02-07,576,ORB Long,2,630.36,315.18,3.64,-21.82,947.18,8,False
2023-02-10,578,ORB Long,2,-234.64,-117.32,3.64,-606.82,108.18,27,False
2023-02-10,579,Scale-in Long,2,-200.64,-100.32,3.64,-572.82,91.18,26,True
2023-02-13,580,ORB Long,2,330.36,165.18,3.64,-182.82,424.18,28,False
2023-02-13,581,Scale-in Long,2,443.36,221.68,3.64,-48.82,537.18,27,True
2023-02-14,582,ORB Long,2,124.36,62.18,3.64,-675.82,347.18,28,False
2023-02-14,583,Scale-in Long,2,-132.64,-66.32,3.64,-932.82,59.18,27,True
2023-02-15,584,ORB Long,2,524.36,262.18,3.64,-118.82,555.18,23,False
2023-02-15,585,Scale-in Long,2,464.36,232.18,3.64,-108.82,495.18,22,True
2023-02-16,587,Scale-in Long,2,40.36,20.18,3.64,-58.82,471.18,21,True
2023-02-16,586,ORB Long,2,73.36,36.68,3.64,-25.82,504.18,21,False
2023-02-22,589,Scale-in Long,2,-6.64,-3.32,3.64,-469.82,100.18,13,True
2023-02-22,588,ORB Long,2,1.36,0.68,3.64,-461.82,108.18,14,False
2023-02-28,590,ORB Long,2,-238.64,-119.32,3.64,-295.82,296.18,27,False
2023-02-28,591,Scale-in Long,2,-214.64,-107.32,3.64,-271.82,320.18,27,True
2023-03-01,592,ORB Long,2,-337.64,-168.82,3.64,-572.82,7.18,27,False
2023-03-02,593,ORB Long,2,612.36,306.18,3.64,-102.82,793.18,28,False
2023-03-02,594,Scale-in Long,2,567.36,283.68,3.64,-147.82,748.18,27,True
2023-03-03,595,ORB Long,2,541.36,270.68,3.64,-238.82,557.18,28,False
2023-03-03,596,Scale-in Long,2,521.36,260.68,3.64,-99.82,537.18,27,True
2023-03-06,597,ORB Long,2,80.36,40.18,3.64,0.0,352.18,10,False
2023-03-06,598,Scale-in Long,2,32.36,16.18,3.64,-22.82,304.18,10,True
2023-03-08,600,Scale-in Long,2,142.36,71.18,3.64,-238.82,212.18,25,True
2023-03-08,599,ORB Long,2,81.36,40.68,3.64,-299.82,151.18,25,False
2023-03-09,601,ORB Long,2,-757.64,-378.82,3.64,-755.82,105.18,15,False
2023-03-09,602,Scale-in Long,2,-734.64,-367.32,3.64,-732.82,102.18,14,True
2023-03-10,603,ORB Long,2,-605.64,-302.82,3.64,-957.82,174.18,22,False
2023-03-10,604,Scale-in Long,2,-645.64,-322.82,3.64,-997.82,134.18,22,True
2023-03-13,605,ORB Long,2,233.36,116.68,3.64,-180.82,795.18,28,False
2023-03-13,606,Scale-in Long,2,224.36,112.18,3.64,-189.82,786.18,27,True
2023-03-14,607,ORB Long,2,209.36,104.68,3.64,-456.82,294.18,27,False
2023-03-14,608,Scale-in Long,2,113.36,56.68,3.64,-552.82,198.18,26,True
2023-03-15,610,Scale-in Long,2,540.36,270.18,3.64,-316.82,583.18,20,True
2023-03-15,609,ORB Long,2,484.36,242.18,3.64,-372.82,527.18,21,False
2023-03-16,612,Scale-in Long,2,1244.36,622.18,3.64,-146.82,1337.18,27,True
2023-03-16,611,ORB Long,2,1172.36,586.18,3.64,-218.82,1265.18,28,False
2023-03-17,613,ORB Long,2,-733.64,-366.82,3.64,-731.82,182.18,5,False
2023-03-17,614,Scale-in Long,2,-698.64,-349.32,3.64,-696.82,53.18,5,True
2023-03-20,615,ORB Long,2,176.36,88.18,3.64,-362.82,207.18,23,False
2023-03-20,616,Scale-in Long,2,184.36,92.18,3.64,-354.82,215.18,23,True
2023-03-21,617,ORB Long,2,238.36,119.18,3.64,-414.82,328.18,27,False
2023-03-21,618,Scale-in Long,2,382.36,191.18,3.64,-270.82,472.18,27,True
2023-03-22,619,ORB Long,2,38.36,19.18,3.64,-77.82,218.18,5,False
2023-03-22,620,Scale-in Long,2,91.36,45.68,3.64,-19.82,271.18,4,True
2023-03-23,621,ORB Long,2,142.36,71.18,3.64,0.0,553.18,12,False
2023-03-23,622,Scale-in Long,2,13.36,6.68,3.64,-49.82,424.18,12,True
2023-03-24,624,Scale-in Long,2,256.36,128.18,3.64,-110.82,263.18,9,True
2023-03-24,623,ORB Long,2,312.36,156.18,3.64,-369.82,319.18,19,False
2023-03-27,625,ORB Long,2,-595.64,-297.82,3.64,-593.82,28.18,7,False
2023-03-27,626,Scale-in Long,2,-502.64,-251.32,3.64,-500.82,58.18,7,True
2023-03-29,627,ORB Long,2,159.36,79.68,3.64,-264.82,291.18,27,False
2023-03-29,628,Scale-in Long,2,220.36,110.18,3.64,-203.82,352.18,27,True
2023-03-30,629,ORB Long,2,-122.64,-61.32,3.64,-208.82,126.18,11,False
2023-03-30,630,Scale-in Long,2,184.36,92.18,3.64,-124.82,278.18,27,True
2023-03-31,631,ORB Long,2,656.36,328.18,3.64,-53.82,671.18,28,False
2023-03-31,632,Scale-in Long,2,669.36,334.68,3.64,-2.82,684.18,27,True
2023-04-03,634,Scale-in Long,2,100.36,50.18,3.64,-326.82,171.18,27,True
2023-04-03,633,ORB Long,2,49.36,24.68,3.64,-377.82,120.18,27,False
2023-04-04,636,Scale-in Long,2,-342.64,-171.32,3.64,-591.82,15.18,27,True
2023-04-04,635,ORB Long,2,-263.64,-131.82,3.64,-512.82,119.18,27,False
2023-04-06,637,ORB Long,2,581.36,290.68,3.64,-39.82,695.18,27,False
2023-04-06,638,Scale-in Long,2,467.36,233.68,3.64,-153.82,581.18,27,True
2023-04-10,639,ORB Long,2,419.36,209.68,3.64,-185.82,452.18,23,False
2023-04-10,640,Scale-in Long,2,395.36,197.68,3.64,-209.82,428.18,23,True
2023-04-13,641,ORB Long,2,395.36,197.68,3.64,0.0,589.18,27,False
2023-04-13,642,Scale-in Long,2,243.36,121.68,3.64,-69.82,437.18,27,True
2023-04-14,643,ORB Long,2,-158.64,-79.32,3.64,-728.82,67.18,28,False
2023-04-14,644,Scale-in Long,2,33.36,16.68,3.64,-536.82,89.18,27,True
2023-04-19,645,ORB Long,2,135.36,67.68,3.64,-36.82,375.18,25,False
2023-04-19,646,Scale-in Long,2,81.36,40.68,3.64,-90.82,321.18,25,True
2023-04-20,648,Scale-in Long,2,-223.64,-111.82,3.64,-493.82,217.18,27,True
2023-04-20,647,ORB Long,2,-107.64,-53.82,3.64,-377.82,333.18,28,False
2023-04-21,649,ORB Long,2,-51.64,-25.82,3.64,-292.82,179.18,19,False
2023-04-21,650,Scale-in Long,2,42.36,21.18,3.64,-240.82,231.18,26,True
2023-04-26,651,ORB Long,2,-7.64,-3.82,3.64,-394.82,203.18,28,False
2023-04-26,652,Scale-in Long,2,69.36,34.68,3.64,-317.82,280.18,27,True
2023-04-27,653,ORB Long,2,1022.36,511.18,3.64,0.0,1024.18,24,False
2023-04-27,654,Scale-in Long,2,925.36,462.68,3.64,-34.82,927.18,24,True
2023-04-28,655,ORB Long,2,326.36,163.18,3.64,-243.82,368.18,27,False
2023-04-28,656,Scale-in Long,2,238.36,119.18,3.64,-331.82,280.18,27,True
2023-05-01,658,Scale-in Long,2,-142.64,-71.32,3.64,-259.82,157.18,24,True
2023-05-01,657,ORB Long,2,-0.64,-0.32,3.64,-232.82,184.18,17,False
2023-05-03,659,ORB Long,2,98.36,49.18,3.64,-223.82,308.18,19,False
2023-05-03,660,Scale-in Long,2,204.36,102.18,3.64,-117.82,414.18,18,True
2023-05-04,661,ORB Long,2,-198.64,-99.32,3.64,-273.82,147.18,23,False
2023-05-04,662,Scale-in Long,2,-190.64,-95.32,3.64,-265.82,155.18,23,True
2023-05-05,663,ORB Long,2,474.36,237.18,3.64,-2.82,670.18,28,False
2023-05-05,664,Scale-in Long,2,308.36,154.18,3.64,-43.82,504.18,27,True
2023-05-08,665,ORB Long,2,97.36,48.68,3.64,-87.82,228.18,20,False
2023-05-08,666,Scale-in Long,2,54.36,27.18,3.64,-130.82,185.18,20,True
2023-05-09,668,Scale-in Long,2,-88.64,-44.32,3.64,-132.82,84.18,27,True
2023-05-09,667,ORB Long,2,-199.64,-99.82,3.64,-243.82,29.18,28,False
2023-05-10,669,ORB Long,2,-42.64,-21.32,3.64,-622.82,118.18,27,False
2023-05-10,670,Scale-in Long,2,-52.64,-26.32,3.64,-632.82,108.18,27,True
2023-05-11,671,ORB Long,2,41.36,20.68,3.64,-162.82,151.18,22,False
2023-05-11,672,Scale-in Long,2,22.36,11.18,3.64,-181.82,132.18,21,True
2023-05-15,673,ORB Long,2,126.36,63.18,3.64,-55.82,188.18,22,False
2023-05-15,674,Scale-in Long,2,134.36,67.18,3.64,-47.82,196.18,22,True
2023-05-16,675,ORB Long,2,-7.64,-3.82,3.64,-108.82,201.18,26,False
2023-05-16,676,Scale-in Long,2,16.36,8.18,3.64,-84.82,225.18,25,True
2023-05-17,677,ORB Long,2,331.36,165.68,3.64,-141.82,514.18,16,False
2023-05-17,678,Scale-in Long,2,344.36,172.18,3.64,-29.82,527.18,15,True
2023-05-18,680,Scale-in Long,2,96.36,48.18,3.64,-23.82,497.18,16,True
2023-05-18,679,ORB Long,2,167.36,83.68,3.64,-51.82,568.18,17,False
2023-05-22,681,ORB Long,2,-56.64,-28.32,3.64,-269.82,53.18,28,False
2023-05-22,682,Scale-in Long,2,40.36,20.18,3.64,-139.82,150.18,27,True
2023-05-23,683,ORB Long,2,-458.64,-229.32,3.64,-456.82,49.18,17,False
2023-05-23,684,Scale-in Long,2,-427.64,-213.82,3.64,-425.82,52.18,17,True
2023-05-24,685,ORB Long,2,662.36,331.18,3.64,-142.82,678.18,6,False
2023-05-24,686,Scale-in Long,2,638.36,319.18,3.64,-166.82,654.18,6,True
2023-05-25,687,ORB Long,2,45.36,22.68,3.64,-195.82,245.18,23,False
2023-05-25,688,Scale-in Long,2,18.36,9.18,3.64,-222.82,218.18,23,True
2023-05-26,690,Scale-in Long,2,878.36,439.18,3.64,-2.82,886.18,27,True
2023-05-26,689,ORB Long,2,1018.36,509.18,3.64,-12.82,1026.18,28,False
2023-06-01,692,Scale-in Long,2,676.36,338.18,3.64,-219.82,802.18,27,True
2023-06-01,691,ORB Long,2,700.36,350.18,3.64,-195.82,826.18,27,False
2023-06-05,693,ORB Long,2,-280.64,-140.32,3.64,-434.82,171.18,24,False
2023-06-05,694,Scale-in Long,2,-332.64,-166.32,3.64,-486.82,119.18,24,True
2023-06-06,695,ORB Long,2,34.36,17.18,3.64,-231.82,153.18,24,False
2023-06-06,696,Scale-in Long,2,6.36,3.18,3.64,-259.82,125.18,24,True
2023-06-08,697,ORB Long,2,487.36,243.68,3.64,-25.82,517.18,27,False
2023-06-08,698,Scale-in Long,2,451.36,225.68,3.64,-61.82,481.18,27,True
2023-06-09,699,ORB Long,2,-366.64,-183.32,3.64,-632.82,135.18,28,False
2023-06-09,700,Scale-in Long,2,-433.64,-216.82,3.64,-699.82,68.18,27,True
2023-06-14,701,ORB Long,2,76.36,38.18,3.64,-55.82,379.18,13,False
2023-06-14,702,Scale-in Long,2,-665.64,-332.82,3.64,-663.82,288.18,16,True
2023-06-15,704,Scale-in Long,2,506.36,253.18,3.64,-101.82,801.18,27,True
2023-06-15,703,ORB Long,2,661.36,330.68,3.64,-69.82,956.18,28,False
2023-06-22,705,ORB Long,2,595.36,297.68,3.64,-111.82,616.18,28,False
2023-06-22,706,Scale-in Long,2,397.36,198.68,3.64,-309.82,418.18,27,True
2023-06-23,707,ORB Long,2,-134.64,-67.32,3.64,-230.82,268.18,18,False
2023-06-23,708,Scale-in Long,2,-228.64,-114.32,3.64,-324.82,174.18,18,True
2023-06-26,709,ORB Long,2,-854.64,-427.32,3.64,-852.82,59.18,9,False
2023-06-26,710,Scale-in Long,2,-869.64,-434.82,3.64,-867.82,44.18,8,True
2023-06-27,711,ORB Long,2,464.36,232.18,3.64,-332.82,673.18,27,False
2023-06-27,712,Scale-in Long,2,709.36,354.68,3.64,-81.82,918.18,27,True
2023-06-28,713,ORB Long,2,9.36,4.68,3.64,0.0,467.18,9,False
2023-06-28,714,Scale-in Long,2,52.36,26.18,3.64,-332.82,306.18,26,True
2023-06-30,716,Scale-in Long,2,-79.64,-39.82,3.64,-216.82,159.18,27,True
2023-06-30,715,ORB Long,2,-9.64,-4.82,3.64,-146.82,229.18,28,False
