n,exp,pf,wr,profitR,maxddR,fast,slow,session,volfloor,k,exit,req_exp
265,-0.13980639849266577,0.7681690962965333,0.3584905660377358,-37.04869560055643,44.75144337153265,9,50,ln0312,False,2.5,tp2.0,0.23338847572555144
256,-0.1374402063287736,0.7766775921010607,0.35546875,-35.18469282016604,45.63767015071644,9,50,ln0312,False,2.5,tp3.0,0.23338847572555144
328,-0.07601802565559841,0.8093859984205778,0.3719512195121951,-24.93391241503628,31.625569347426477,9,50,ln0312,False,2.5,trail2.0,0.23338847572555144
275,-0.1259592800657922,0.7568214637132499,0.32727272727272727,-34.63880201809286,42.682507944855395,9,50,ln0312,False,2.5,trail3.0,0.23338847572555144
253,-0.11192040160464048,0.7848177790306095,0.39920948616600793,-28.315861605974042,35.135989066086054,9,50,ln0312,False,3.0,tp1.5,0.19449039643795954
242,-0.10739272987731824,0.797052514145788,0.39669421487603307,-25.989040630311013,32.04803488559915,9,50,ln0312,False,3.0,tp2.0,0.19449039643795954
238,-0.10995255905612815,0.7952866145345103,0.3865546218487395,-26.168709055358498,33.299682429362896,9,50,ln0312,False,3.0,tp3.0,0.19449039643795954
322,-0.061696236258288475,0.8153494769619325,0.37888198757763975,-19.86618807516889,25.736305600816525,9,50,ln0312,False,3.0,trail2.0,0.19449039643795954
265,-0.10662248322691018,0.7622437673479651,0.3320754716981132,-28.254958055131198,34.41426259312889,9,50,ln0312,False,3.0,trail3.0,0.19449039643795954
251,-0.09477503968417321,0.8476272049964405,0.4063745019920319,-23.788534960727475,30.80482248642782,9,50,ln0312,True,1.5,tp1.5,0.3889807928759191
234,-0.10868013712435347,0.8382656735403134,0.3547008547008547,-25.431152087098713,35.947062495198516,9,50,ln0312,True,1.5,tp2.0,0.3889807928759191
216,-0.2550880259028078,0.6558874044179104,0.2777777777777778,-55.09901359500649,61.405344455887416,9,50,ln0312,True,1.5,tp3.0,0.3889807928759191
232,-0.2023859861555317,0.6620527161337851,0.3232758620689655,-46.95354878808335,51.71580752532526,9,50,ln0312,True,1.5,trail2.0,0.3889807928759191
211,-0.2583192175083837,0.6196087385542178,0.27014218009478674,-54.50535489426896,59.94763110611189,9,50,ln0312,True,1.5,trail3.0,0.3889807928759191
211,-0.13190184453873835,0.7783983260389438,0.3933649289099526,-27.831289197673794,31.008659277276887,9,50,ln0312,True,2.0,tp1.5,0.2917355946569393
195,-0.22115093954151285,0.6569328038685318,0.3333333333333333,-43.12443321059501,47.868930567082856,9,50,ln0312,True,2.0,tp2.0,0.2917355946569393
182,-0.2697220684513723,0.59640829495043,0.3021978021978022,-49.089416458149756,53.56304553770201,9,50,ln0312,True,2.0,tp3.0,0.2917355946569393
216,-0.1867157987458058,0.6181735956682297,0.3287037037037037,-40.330612529094054,43.61481290278578,9,50,ln0312,True,2.0,trail2.0,0.2917355946569393
190,-0.23078877748610546,0.5985441078895637,0.3105263157894737,-43.84986772236004,47.614213526764395,9,50,ln0312,True,2.0,trail3.0,0.2917355946569393
179,-0.17290480808654757,0.6841998559945289,0.36312849162011174,-30.949960647492016,40.693175782177825,9,50,ln0312,True,2.5,tp1.5,0.23338847572555144
169,-0.24393428947309,0.5795322672655933,0.3431952662721893,-41.22489492095221,46.72255483581022,9,50,ln0312,True,2.5,tp2.0,0.23338847572555144
167,-0.281183756164549,0.524485667168187,0.32335329341317365,-46.957687279479686,50.94036419088643,9,50,ln0312,True,2.5,tp3.0,0.23338847572555144
211,-0.16696314417265767,0.5944691307919391,0.33649289099526064,-35.22922342043077,38.850383915102576,9,50,ln0312,True,2.5,trail2.0,0.23338847572555144
179,-0.2213373565438832,0.562352519418875,0.31843575418994413,-39.61938682135509,43.9189872755125,9,50,ln0312,True,2.5,trail3.0,0.23338847572555144
164,-0.16895678724391378,0.6559286494907708,0.3719512195121951,-27.70891310800186,36.11410351290969,9,50,ln0312,True,3.0,tp1.5,0.19449039643795954
159,-0.20468747734082599,0.5954942057963508,0.3522012578616352,-32.54530889719133,35.19439495022621,9,50,ln0312,True,3.0,tp2.0,0.19449039643795954
156,-0.24069269575159824,0.5327148684309672,0.33974358974358976,-37.54806053724933,39.285279516123936,9,50,ln0312,True,3.0,tp3.0,0.19449039643795954
207,-0.13897267486775292,0.5965082706655858,0.34299516908212563,-28.767343697624852,31.72186137523937,9,50,ln0312,True,3.0,trail2.0,0.19449039643795954
175,-0.2047603034285636,0.5416020674931094,0.32571428571428573,-35.83305309999863,39.0626634571766,9,50,ln0312,True,3.0,trail3.0,0.19449039643795954
811,-0.1374853720263941,0.774723026790712,0.39457459926017263,-111.50063671340561,124.79981624076451,9,50,allday,False,1.5,tp1.5,0.3889807928759191
745,-0.15254507408614168,0.766807011745545,0.3530201342281879,-113.64608019417555,127.47718794570099,9,50,allday,False,1.5,tp2.0,0.3889807928759191
674,-0.17621923909430642,0.7454740938898592,0.3115727002967359,-118.77176714956252,130.1394153078917,9,50,allday,False,1.5,tp3.0,0.3889807928759191
717,-0.11351346040283967,0.7971997832323267,0.3403068340306834,-81.38915110883605,92.17757605417187,9,50,allday,False,1.5,trail2.0,0.3889807928759191
649,-0.16523454053148579,0.7433111123357069,0.29583975346687214,-107.23721680493428,114.88487007048766,9,50,allday,False,1.5,trail3.0,0.3889807928759191
651,-0.11682034779651841,0.7859414698405318,0.40860215053763443,-76.05004641553349,86.31185321820188,9,50,allday,False,2.0,tp1.5,0.2917355946569393
607,-0.12521838995518175,0.7814107045253035,0.3756177924217463,-76.00756270279533,86.75936480925276,9,50,allday,False,2.0,tp2.0,0.2917355946569393
575,-0.1478208854946743,0.7511646633806871,0.34956521739130436,-84.99700915943771,92.02296187517366,9,50,allday,False,2.0,tp3.0,0.2917355946569393
659,-0.0916075551285082,0.7939354274212729,0.3611532625189681,-60.3693788296869,68.51464189298984,9,50,allday,False,2.0,trail2.0,0.2917355946569393
586,-0.1504963765563204,0.7208817707892041,0.3395904436860068,-88.19087666200375,94.23056096546958,9,50,allday,False,2.0,trail3.0,0.2917355946569393
559,-0.0844743186503496,0.8232032283865989,0.4150268336314848,-47.22114412554543,54.82406670533249,9,50,allday,False,2.5,tp1.5,0.23338847572555144
529,-0.10619754890352924,0.7835317181447019,0.3931947069943289,-56.17850336996697,60.41432569738487,9,50,allday,False,2.5,tp2.0,0.23338847572555144
514,-0.10713579317631337,0.7848672134882221,0.38910505836575876,-55.06779769262507,58.654177044989076,9,50,allday,False,2.5,tp3.0,0.23338847572555144
640,-0.07335034499068402,0.796812002929556,0.3734375,-46.94422079403777,53.377859475462245,9,50,allday,False,2.5,trail2.0,0.23338847572555144
545,-0.11700885253359346,0.7408366034980904,0.3577981651376147,-63.769824630808436,68.37236958101514,9,50,allday,False,2.5,trail3.0,0.23338847572555144
512,-0.07140179352490247,0.8275190188034213,0.41015625,-36.55771828475007,46.14987138737045,9,50,allday,False,3.0,tp1.5,0.19449039643795954
497,-0.06232333434186238,0.854275089981725,0.4044265593561368,-30.974697167905603,41.73623525088401,9,50,allday,False,3.0,tp2.0,0.19449039643795954
488,-0.07954021085796975,0.8162802553511037,0.3975409836065574,-38.81562289868924,46.197780602166894,9,50,allday,False,3.0,tp3.0,0.19449039643795954
631,-0.05765081013061364,0.8077551752895902,0.37717908082408874,-36.37766119241721,44.33156970007959,9,50,allday,False,3.0,trail2.0,0.19449039643795954
530,-0.08441074438243105,0.7783932368204947,0.36792452830188677,-44.73769452268846,50.19783391965215,9,50,allday,False,3.0,trail3.0,0.19449039643795954
463,-0.1659223892509356,0.718023062276191,0.38228941684665224,-76.82206622318319,80.62136096915998,9,50,allday,True,1.5,tp1.5,0.3889807928759191
432,-0.16984314118241603,0.7264771651194952,0.3541666666666667,-73.37223699080373,78.45363263005194,9,50,allday,True,1.5,tp2.0,0.3889807928759191
396,-0.24428826726794028,0.6287782184077593,0.31313131313131315,-96.73815383810435,103.8195494773526,9,50,allday,True,1.5,tp3.0,0.3889807928759191
425,-0.22106163567486312,0.6099870097857633,0.32941176470588235,-93.95119516181683,98.20897964074932,9,50,allday,True,1.5,trail2.0,0.3889807928759191
388,-0.2646641680941321,0.5776639614456311,0.29381443298969073,-102.68969722052326,107.8583550856317,9,50,allday,True,1.5,trail3.0,0.3889807928759191
387,-0.16101866832690778,0.6954293642215041,0.39276485788113696,-62.31422464251331,65.8752713719495,9,50,allday,True,2.0,tp1.5,0.2917355946569393
364,-0.19841042264623354,0.6400558090867183,0.36538461538461536,-72.22139384322901,76.78244057266522,9,50,allday,True,2.0,tp2.0,0.2917355946569393
348,-0.22696803474158603,0.5984877303495326,0.34770114942528735,-78.98487609007194,83.42836404559814,9,50,allday,True,2.0,tp3.0,0.2917355946569393
396,-0.19034364356860486,0.5843552462263572,0.3409090909090909,-75.37608285316753,78.9163175823292,9,50,allday,True,2.0,trail2.0,0.2917355946569393
352,-0.23699330819828496,0.5510462645840127,0.32954545454545453,-83.4216444857963,87.16258776392691,9,50,allday,True,2.0,trail3.0,0.2917355946569393
332,-0.1385182971805247,0.6976925446962647,0.4036144578313253,-45.9880746639342,50.464911110843175,9,50,allday,True,2.5,tp1.5,0.23338847572555144
320,-0.19051396644238885,0.6019056024857027,0.378125,-60.96446926156443,63.530155772452,9,50,allday,True,2.5,tp2.0,0.23338847572555144
311,-0.20611932217616963,0.5738607586588214,0.3665594855305466,-64.10310919678875,68.26247113439993,9,50,allday,True,2.5,tp3.0,0.23338847572555144
386,-0.16169748355906735,0.5693390051219023,0.34974093264248707,-62.4152286538,65.23245157726488,9,50,allday,True,2.5,trail2.0,0.23338847572555144
327,-0.2037883364095923,0.5420668975741851,0.3425076452599388,-66.63878600593668,69.5453716032036,9,50,allday,True,2.5,trail3.0,0.23338847572555144
308,-0.1397013636596603,0.65565050918058,0.38961038961038963,-43.02802000717537,51.10200119169837,9,50,allday,True,3.0,tp1.5,0.19449039643795954
299,-0.15561882702948354,0.6241920802682783,0.3779264214046823,-46.53002928181558,50.72764658952555,9,50,allday,True,3.0,tp2.0,0.19449039643795954
295,-0.17906180580725964,0.577147060078731,0.3694915254237288,-52.82323271314159,56.348760219344804,9,50,allday,True,3.0,tp3.0,0.19449039643795954
381,-0.1379866303530061,0.5635709113777815,0.35170603674540685,-52.57290616449532,56.02031069178701,9,50,allday,True,3.0,trail2.0,0.19449039643795954
321,-0.17121051496498574,0.5555549392348221,0.35202492211838005,-54.958575303760426,58.070002497665534,9,50,allday,True,3.0,trail3.0,0.19449039643795954
191,0.01555755927769836,1.0264366069313762,0.450261780104712,2.9714938220403866,11.231196572515266,9,100,ny0811,False,1.5,tp1.5,0.3889807928759191
178,-0.00428210856553746,0.9933885891893768,0.38764044943820225,-0.762215324665668,14.026927519892185,9,100,ny0811,False,1.5,tp2.0,0.3889807928759191
169,-0.03617064975206493,0.9483390041083748,0.3254437869822485,-6.112839808098974,18.882138003248038,9,100,ny0811,False,1.5,tp3.0,0.3889807928759191
175,-0.028051169662384332,0.9535800185255976,0.3314285714285714,-4.908954690917258,18.101204007351324,9,100,ny0811,False,1.5,trail2.0,0.3889807928759191
166,-0.08613063769359997,0.8720384565804701,0.29518072289156627,-14.297685857137594,27.854042232388505,9,100,ny0811,False,1.5,trail3.0,0.3889807928759191
160,-0.003561441529141368,0.9935669890660775,0.44375,-0.5698306446626189,12.353088615548007,9,100,ny0811,False,2.0,tp1.5,0.2917355946569393
154,0.02423099862911578,1.0420622463089182,0.4025974025974026,3.7315737888838303,10.586029984150784,9,100,ny0811,False,2.0,tp2.0,0.2917355946569393
147,-0.02637415671966217,0.9571674162388503,0.3673469387755102,-3.8770010377903388,14.07604979941274,9,100,ny0811,False,2.0,tp3.0,0.2917355946569393
160,0.020572270442697577,1.0451156629484633,0.3875,3.2915632708316123,12.156433542092183,9,100,ny0811,False,2.0,trail2.0,0.2917355946569393
150,-0.04584728772314625,0.9161299077546545,0.35333333333333333,-6.877093158471937,15.913062533975175,9,100,ny0811,False,2.0,trail3.0,0.2917355946569393
146,-0.00055268251069194,0.998907118018708,0.4383561643835616,-0.08069164656102323,13.865393117045043,9,100,ny0811,False,2.5,tp1.5,0.23338847572555144
139,-0.04652105693274711,0.9145020903113751,0.4028776978417266,-6.466426913651848,13.677530242895255,9,100,ny0811,False,2.5,tp2.0,0.23338847572555144
136,-0.06270375477748152,0.8859302001921208,0.3897058823529412,-8.527710649737488,16.678021018376857,9,100,ny0811,False,2.5,tp3.0,0.23338847572555144
157,0.001718414857819348,1.004408087050858,0.39490445859872614,0.26979113267763766,9.013567637506426,9,100,ny0811,False,2.5,trail2.0,0.23338847572555144
142,-0.04011391087551722,0.9136756047311473,0.3732394366197183,-5.696175344323445,11.894441655112582,9,100,ny0811,False,2.5,trail3.0,0.23338847572555144
134,0.011554172275133891,1.0256619813067918,0.4552238805970149,1.5482590848679414,9.225761140606568,9,100,ny0811,False,3.0,tp1.5,0.19449039643795954
132,-0.021761869982439952,0.9538503229343527,0.4318181818181818,-2.872566837682074,10.345839162705232,9,100,ny0811,False,3.0,tp2.0,0.19449039643795954
129,-0.034290341793056636,0.9286317022882323,0.4263565891472868,-4.423454091304306,10.77122214189153,9,100,ny0811,False,3.0,tp3.0,0.19449039643795954
154,0.007642132869232109,1.023394418838505,0.4090909090909091,1.1768884618617448,8.735931346167467,9,100,ny0811,False,3.0,trail2.0,0.19449039643795954
139,-0.04431015308534679,0.8909652628752238,0.38848920863309355,-6.159111278863204,11.919882453130079,9,100,ny0811,False,3.0,trail3.0,0.19449039643795954
158,-0.035087929447525965,0.942140359799598,0.43037974683544306,-5.543892852709103,15.2151444099594,9,100,ny0811,True,1.5,tp1.5,0.3889807928759191
150,-0.04248586537337278,0.9354207407680261,0.37333333333333335,-6.372879806005917,15.891674453761874,9,100,ny0811,True,1.5,tp2.0,0.3889807928759191
145,-0.16579725896284514,0.771443580452351,0.2896551724137931,-24.040602549612544,31.7292367300898,9,100,ny0811,True,1.5,tp3.0,0.3889807928759191
149,-0.17273793750471358,0.7192546476547488,0.2953020134228188,-25.737952688202324,31.001829254596622,9,100,ny0811,True,1.5,trail2.0,0.3889807928759191
142,-0.21435977221028935,0.6953202100203942,0.2605633802816901,-30.439087653861087,36.731257319957315,9,100,ny0811,True,1.5,trail3.0,0.3889807928759191
131,-0.041999411486102686,0.9251284509239566,0.42748091603053434,-5.501922904679452,11.429282712381877,9,100,ny0811,True,2.0,tp1.5,0.2917355946569393
127,-0.07448810476746591,0.8751970790050779,0.3700787401574803,-9.45998930546817,14.830440751571464,9,100,ny0811,True,2.0,tp2.0,0.2917355946569393
122,-0.132167787741405,0.786546577377928,0.3442622950819672,-16.12447010445141,21.649205111536702,9,100,ny0811,True,2.0,tp3.0,0.2917355946569393
134,-0.09537077097693941,0.793741023105271,0.34328358208955223,-12.779683310909881,16.237726370563962,9,100,ny0811,True,2.0,trail2.0,0.2917355946569393
125,-0.14942886947430936,0.7366334018984674,0.32,-18.67860868428867,23.995542830984913,9,100,ny0811,True,2.0,trail3.0,0.2917355946569393
120,-0.06448894453697815,0.8750269584524858,0.4,-7.7386733444373785,16.478854450826,9,100,ny0811,True,2.5,tp1.5,0.23338847572555144
115,-0.14419506241630645,0.7357962497245213,0.3652173913043478,-16.58243217787524,22.934011206671826,9,100,ny0811,True,2.5,tp2.0,0.23338847572555144
114,-0.13801020254309382,0.7479722405276663,0.35964912280701755,-15.733163089912695,20.75295109558085,9,100,ny0811,True,2.5,tp3.0,0.23338847572555144
132,-0.09160384236194445,0.7657129151075203,0.3484848484848485,-12.091707191776667,14.34330882462612,9,100,ny0811,True,2.5,trail2.0,0.23338847572555144
118,-0.12350681900212751,0.7409152192422181,0.3305084745762712,-14.573804642251046,17.985937389929283,9,100,ny0811,True,2.5,trail3.0,0.23338847572555144
112,-0.06859560821846858,0.849768682787603,0.4107142857142857,-7.68270812046848,13.259360195352617,9,100,ny0811,True,3.0,tp1.5,0.19449039643795954
110,-0.09636188298703133,0.7945143778520892,0.4,-10.599807128573445,15.068624447317973,9,100,ny0811,True,3.0,tp2.0,0.19449039643795954
108,-0.12949738888042983,0.7283445409777392,0.3888888888888889,-13.985717999086422,16.76951887902591,9,100,ny0811,True,3.0,tp3.0,0.19449039643795954
129,-0.06470288459756414,0.799042409079897,0.3643410852713178,-8.346672113085774,12.069477645437706,9,100,ny0811,True,3.0,trail2.0,0.19449039643795954
115,-0.10633921734975996,0.7400699921835407,0.34782608695652173,-12.229009995222395,16.47591671083571,9,100,ny0811,True,3.0,trail3.0,0.19449039643795954
226,-0.008250124959200727,0.985842828900927,0.43805309734513276,-1.8645282407793644,15.785911887758832,9,100,ny0812,False,1.5,tp1.5,0.3889807928759191
210,-0.05730021107049336,0.9113022775963479,0.37142857142857144,-12.033044324803605,22.964756179980405,9,100,ny0812,False,1.5,tp2.0,0.3889807928759191
197,-0.09258573722328134,0.8662979464609032,0.3197969543147208,-18.239390232986423,31.618710011542603,9,100,ny0812,False,1.5,tp3.0,0.3889807928759191
211,-0.08406193957336107,0.8615901228924132,0.3222748815165877,-17.737069249979186,31.452949549239918,9,100,ny0812,False,1.5,trail2.0,0.3889807928759191
194,-0.10123657588393545,0.8449438191583573,0.30927835051546393,-19.639895721483477,35.176306045829286,9,100,ny0812,False,1.5,trail3.0,0.3889807928759191
188,-0.015487344718908318,0.9709026417115671,0.43617021276595747,-2.911620807154764,13.375579623748148,9,100,ny0812,False,2.0,tp1.5,0.2917355946569393
178,-0.0006443928365229731,0.9988417097588732,0.4044943820224719,-0.11470192490108921,11.520060166096997,9,100,ny0812,False,2.0,tp2.0,0.2917355946569393
167,-0.04597349144730101,0.9229855189902196,0.3712574850299401,-7.677573071699268,16.662179741206103,9,100,ny0812,False,2.0,tp3.0,0.2917355946569393
189,-0.009166721543923645,0.9796406802922105,0.37566137566137564,-1.7325103718015689,13.935974435357052,9,100,ny0812,False,2.0,trail2.0,0.2917355946569393
171,-0.028824484521005046,0.9440770109571939,0.3742690058479532,-4.928986853091863,16.655423221285506,9,100,ny0812,False,2.0,trail3.0,0.2917355946569393
169,-0.017913608696437853,0.9633479717067244,0.4319526627218935,-3.027399869697997,14.905479326960968,9,100,ny0812,False,2.5,tp1.5,0.23338847572555144
157,-0.07073238964357903,0.8666585017745857,0.4012738853503185,-11.104985174041907,17.514198430860986,9,100,ny0812,False,2.5,tp2.0,0.23338847572555144
151,-0.07839154439791259,0.8535548375482618,0.39072847682119205,-11.8371232040848,20.087582613089605,9,100,ny0812,False,2.5,tp3.0,0.23338847572555144
184,-0.02750883902274389,0.929021191835553,0.3804347826086957,-5.061626380184876,11.507810123859201,9,100,ny0812,False,2.5,trail2.0,0.23338847572555144
160,-0.03988823981631042,0.9108715798628823,0.3875,-6.382118370609668,15.198005513321396,9,100,ny0812,False,2.5,trail3.0,0.23338847572555144
151,-0.013445685983714085,0.9692797772990854,0.44370860927152317,-2.030298583540827,11.182814090291538,9,100,ny0812,False,3.0,tp1.5,0.19449039643795954
147,-0.04701190143788516,0.8982846126144575,0.4217687074829932,-6.910749511369119,11.769694574568106,9,100,ny0812,False,3.0,tp2.0,0.19449039643795954
141,-0.042200098268848595,0.9086924047106512,0.425531914893617,-5.950213855907652,12.636760337985587,9,100,ny0812,False,3.0,tp3.0,0.19449039643795954
180,-0.015581684050610963,0.9518659229115917,0.39444444444444443,-2.8047031291099733,9.60379316318507,9,100,ny0812,False,3.0,trail2.0,0.19449039643795954
156,-0.0474427850236678,0.8790661449307315,0.3974358974358974,-7.401074463692177,14.53469468780506,9,100,ny0812,False,3.0,trail3.0,0.19449039643795954
189,-0.050901185504554164,0.9154458485014731,0.42328042328042326,-9.620324060360737,21.662988104051678,9,100,ny0812,True,1.5,tp1.5,0.3889807928759191
179,-0.09107955964913504,0.86150627707218,0.36312849162011174,-16.303241177195172,25.22257099805551,9,100,ny0812,True,1.5,tp2.0,0.3889807928759191
170,-0.19946658412856333,0.7198013875106765,0.29411764705882354,-33.90931930185577,40.21565016273674,9,100,ny0812,True,1.5,tp3.0,0.3889807928759191
182,-0.2020820461278389,0.6724590826456123,0.2967032967032967,-36.77893239526668,43.53375727833931,9,100,ny0812,True,1.5,trail2.0,0.3889807928759191
168,-0.21130471587566257,0.6901039188516094,0.2857142857142857,-35.49919226711131,43.47869765504654,9,100,ny0812,True,1.5,trail3.0,0.3889807928759191
157,-0.0591156752639968,0.8916118058997555,0.42038216560509556,-9.281161016447498,14.278667754464399,9,100,ny0812,True,2.0,tp1.5,0.2917355946569393
150,-0.10170876806384688,0.8252063716452349,0.37333333333333335,-15.256315209577032,20.381888639089368,9,100,ny0812,True,2.0,tp2.0,0.2917355946569393
141,-0.14218626649692945,0.7636902484399689,0.3546099290780142,-20.04826357606705,24.725268591456764,9,100,ny0812,True,2.0,tp3.0,0.2917355946569393
163,-0.11841052447957688,0.7446796919019003,0.3374233128834356,-19.300915490171032,23.163270951566176,9,100,ny0812,True,2.0,trail2.0,0.2917355946569393
147,-0.13258614682569692,0.7558357675595985,0.3469387755102041,-19.490163583377445,24.960001722980895,9,100,ny0812,True,2.0,trail3.0,0.2917355946569393
140,-0.07590228079871071,0.8482064514443137,0.4,-10.6263193118195,20.262892600637713,9,100,ny0812,True,2.5,tp1.5,0.23338847572555144
130,-0.15265700876410318,0.7125434033255424,0.3769230769230769,-19.845411139333414,25.953534918158418,9,100,ny0812,True,2.5,tp2.0,0.23338847572555144
128,-0.15035692507435044,0.7198608251698723,0.3671875,-19.245686409516857,24.1431904411546,9,100,ny0812,True,2.5,tp3.0,0.23338847572555144
158,-0.1163681869205481,0.7066745110243349,0.34177215189873417,-18.3861735334466,21.556713228435775,9,100,ny0812,True,2.5,trail2.0,0.23338847572555144
136,-0.12569904727734194,0.7316593610431176,0.35294117647058826,-17.095070429718504,22.126829907098866,9,100,ny0812,True,2.5,trail3.0,0.23338847572555144
126,-0.08477131887260735,0.8085704035859353,0.40476190476190477,-10.681186177948526,16.108756846852913,9,100,ny0812,True,3.0,tp1.5,0.19449039643795954
123,-0.1100696514794748,0.7590239563930893,0.3983739837398374,-13.5385671319754,17.33233486369078,9,100,ny0812,True,3.0,tp2.0,0.19449039643795954
120,-0.1324200615344423,0.711331529523526,0.39166666666666666,-15.890407384133077,19.354054265193483,9,100,ny0812,True,3.0,tp3.0,0.19449039643795954
154,-0.0801416287257019,0.7507219569662248,0.35714285714285715,-12.341810823758092,16.794038219673425,9,100,ny0812,True,3.0,trail2.0,0.19449039643795954
132,-0.1086494095089171,0.727498180324063,0.36363636363636365,-14.341722055177058,19.321069533132686,9,100,ny0812,True,3.0,trail3.0,0.19449039643795954
412,-0.034843521134467564,0.9429859290902892,0.42961165048543687,-14.355530707400638,26.184098612807283,9,100,ln0312,False,1.5,tp1.5,0.3889807928759191
383,-0.06958283445805667,0.8980690033420548,0.360313315926893,-26.650225597435703,36.126469875048286,9,100,ln0312,False,1.5,tp2.0,0.3889807928759191
337,-0.09370508172084616,0.8746607699883376,0.29376854599406527,-31.578612539925153,45.53658669750466,9,100,ln0312,False,1.5,tp3.0,0.3889807928759191
352,-0.012010826414205427,0.9793683332246371,0.3522727272727273,-4.22781089780031,38.69548525460516,9,100,ln0312,False,1.5,trail2.0,0.3889807928759191
316,-0.055934931392104224,0.9161353090052199,0.2974683544303797,-17.675438319904934,45.183514602363694,9,100,ln0312,False,1.5,trail3.0,0.3889807928759191
330,-0.026136445890061522,0.9542048571305158,0.43333333333333335,-8.625027143720303,21.687503265832746,9,100,ln0312,False,2.0,tp1.5,0.2917355946569393
302,-0.036701400500260314,0.9402571974040191,0.3841059602649007,-11.083822951078615,25.936728360118472,9,100,ln0312,False,2.0,tp2.0,0.2917355946569393
269,-0.007809445532145727,0.9876925279112888,0.3643122676579926,-2.1007408481472005,23.649600110075916,9,100,ln0312,False,2.0,tp3.0,0.2917355946569393
319,0.0028850452026425557,1.0064199174104953,0.3824451410658307,0.9203294196429752,23.915010111601244,9,100,ln0312,False,2.0,trail2.0,0.2917355946569393
278,-0.020067794661443875,0.9627788016449629,0.3489208633093525,-5.578846915881398,28.73884822819233,9,100,ln0312,False,2.0,trail3.0,0.2917355946569393
283,-0.05405806385238148,0.8998781230074241,0.4169611307420495,-15.29843207022396,26.583942164729173,9,100,ln0312,False,2.5,tp1.5,0.23338847572555144
259,-0.08106369171790702,0.8592027049489371,0.3861003861003861,-20.995496154937918,28.564157634316317,9,100,ln0312,False,2.5,tp2.0,0.23338847572555144
251,-0.06375071630440188,0.8912314799799019,0.3784860557768924,-16.00142979240487,24.303086528623755,9,100,ln0312,False,2.5,tp3.0,0.23338847572555144
314,-0.025809796438574978,0.9334934362183464,0.3821656050955414,-8.104276081712543,23.36673292850493,9,100,ln0312,False,2.5,trail2.0,0.23338847572555144
266,-0.04511106355215064,0.906730115098522,0.3533834586466165,-11.999542904872069,26.473219411615958,9,100,ln0312,False,2.5,trail3.0,0.23338847572555144
247,-0.060009745292582385,0.8793865273120074,0.4331983805668016,-14.82240708726785,20.39228289564567,9,100,ln0312,False,3.0,tp1.5,0.19449039643795954
236,-0.054644212797231174,0.8920848951822627,0.4279661016949153,-12.896034220146557,18.532885762662808,9,100,ln0312,False,3.0,tp2.0,0.19449039643795954
232,-0.058002433127588814,0.8875953883256905,0.41379310344827586,-13.456564485600605,19.44446711073421,9,100,ln0312,False,3.0,tp3.0,0.19449039643795954
309,-0.01877638168872375,0.9424705767887668,0.39158576051779936,-5.801901941815639,21.32474471465899,9,100,ln0312,False,3.0,trail2.0,0.19449039643795954
254,-0.03223689105805443,0.9226647146934635,0.3700787401574803,-8.188170328745827,21.918304449601735,9,100,ln0312,False,3.0,trail3.0,0.19449039643795954
248,-0.007951839597679745,0.9865359533793034,0.43951612903225806,-1.9720562202245766,20.598728071187956,9,100,ln0312,True,1.5,tp1.5,0.3889807928759191
230,-0.047683733611688435,0.9270942332306694,0.3739130434782609,-10.96725873068834,23.216412417061413,9,100,ln0312,True,1.5,tp2.0,0.3889807928759191
208,-0.16834166051088187,0.7666974306261324,0.2980769230769231,-35.01506538626343,48.65061823638352,9,100,ln0312,True,1.5,tp3.0,0.3889807928759191
225,-0.14659483620385635,0.7473622496366131,0.3288888888888889,-32.98383814586768,45.62873623714417,9,100,ln0312,True,1.5,trail2.0,0.3889807928759191
202,-0.20063398118165332,0.6971473544344287,0.29207920792079206,-40.52806419869397,51.529873424460604,9,100,ln0312,True,1.5,trail3.0,0.3889807928759191
201,-0.039351298320090766,0.928470665283036,0.43283582089552236,-7.909610962338244,15.008040494291167,9,100,ln0312,True,2.0,tp1.5,0.2917355946569393
189,-0.09904813721215353,0.8332725135900844,0.38095238095238093,-18.720097933097016,24.880437891193722,9,100,ln0312,True,2.0,tp2.0,0.2917355946569393
172,-0.1327965236161912,0.7889665525936181,0.3430232558139535,-22.841002061984888,32.25914565301134,9,100,ln0312,True,2.0,tp3.0,0.2917355946569393
206,-0.11743683056072418,0.740423954850118,0.34951456310679613,-24.19198709550918,29.65082022197293,9,100,ln0312,True,2.0,trail2.0,0.2917355946569393
179,-0.14802899545524473,0.7191931113506356,0.3463687150837989,-26.497190186488805,31.416989031940684,9,100,ln0312,True,2.0,trail3.0,0.2917355946569393
177,-0.07485325205621704,0.8506795125492206,0.4067796610169492,-13.249025613950415,21.41239443810278,9,100,ln0312,True,2.5,tp1.5,0.23338847572555144
164,-0.14287108477909127,0.7360541896514332,0.3780487804878049,-23.43085790377097,31.74068801627994,9,100,ln0312,True,2.5,tp2.0,0.23338847572555144
160,-0.19265709276716197,0.6538632340221521,0.35625,-30.825134842745914,34.82246191087559,9,100,ln0312,True,2.5,tp3.0,0.23338847572555144
200,-0.11256739547434055,0.7075366030726152,0.355,-22.51347909486811,26.76120092191221,9,100,ln0312,True,2.5,trail2.0,0.23338847572555144
