n,exp,pf,wr,profitR,maxddR,family,param,session,volfloor,k,exit,hurdle_R,req_exp,pass_hurdle
367,-0.25186269497912095,0.6150635014040025,0.3242506811989101,-92.43360905733739,97.13267270510585,donchian,12,allday,True,1.5,tp2.0,0.09724519821897977,0.3889807928759191,False
340,-0.23377804798178975,0.6477449099084476,0.3029411764705882,-79.48453631380852,87.28280739533024,donchian,12,allday,True,1.5,tp3.0,0.09724519821897977,0.3889807928759191,False
347,-0.2848903092538825,0.5412178884751425,0.276657060518732,-98.85693731109723,102.63659498249115,donchian,12,allday,True,1.5,trail2.0,0.09724519821897977,0.3889807928759191,False
328,-0.28259931859856136,0.5833551411248923,0.2774390243902439,-92.69257650032813,97.28285268485021,donchian,12,allday,True,1.5,trail3.0,0.09724519821897977,0.3889807928759191,False
337,-0.21145751405044702,0.623960496635929,0.37388724035608306,-71.26118223500065,76.8787769592106,donchian,12,allday,True,2.0,tp1.5,0.07293389866423483,0.2917355946569393,False
324,-0.19363509177753938,0.6619419870403922,0.35185185185185186,-62.73776973592276,73.6314396546272,donchian,12,allday,True,2.0,tp2.0,0.07293389866423483,0.2917355946569393,False
308,-0.2498299190665514,0.5833659086185854,0.30844155844155846,-76.94761507249783,80.45810623409203,donchian,12,allday,True,2.0,tp3.0,0.07293389866423483,0.2917355946569393,False
332,-0.23018781262409582,0.5449339886825579,0.30120481927710846,-76.42235379119981,79.00709704474528,donchian,12,allday,True,2.0,trail2.0,0.07293389866423483,0.2917355946569393,False
308,-0.2600875615923628,0.5658416365550039,0.3051948051948052,-80.10696897044774,81.42277571566906,donchian,12,allday,True,2.0,trail3.0,0.07293389866423483,0.2917355946569393,False
308,-0.201026205741244,0.6008981681309126,0.37337662337662336,-61.91607136830315,68.95792265099207,donchian,12,allday,True,2.5,tp1.5,0.05834711893138786,0.23338847572555144,False
296,-0.21137369966430491,0.5912385120916963,0.3581081081081081,-62.56661510063425,71.98785225341753,donchian,12,allday,True,2.5,tp2.0,0.05834711893138786,0.23338847572555144,False
285,-0.25249270204397606,0.5347704257513634,0.3298245614035088,-71.96042008253318,73.43811725954095,donchian,12,allday,True,2.5,tp3.0,0.05834711893138786,0.23338847572555144,False
