,zVIX,zCRED,zMOVE,zDXY,composite_eqw,composite_pca1,state_eqw,state_pca1
2016-03-03,-0.48890097529731374,1.5247505068378784,-0.3622629351237104,2.333401251575041,0.7517469619979739,1.4518437547936203,off,off
2016-03-04,-0.4726885549859468,1.4939867009378056,-0.46922586489080376,2.295457799269036,0.7118825200825228,1.385607564080339,off,off
2016-03-07,-0.4233133444051115,1.491889021193993,-0.47429296875953114,2.251678441420781,0.7114902873625328,1.3716789976847723,off,off
2016-03-08,-0.290507953274819,1.611357112795773,-0.3907425556700562,2.2696560347207018,0.7999406596429,1.5147881455706305,off,off
2016-03-09,-0.32361886327583694,1.5750222185995002,-0.40103596125531854,2.260548898984095,0.7777290732631099,1.4767082360527377,off,off
2016-03-10,-0.35270382880168427,1.5468003300500883,-0.3867826990772573,2.092578497617914,0.7249730749472652,1.332187480068555,off,off
2016-03-11,-0.5085179793756801,1.4559475666951296,-0.3702206765510025,2.1050580490666264,0.6705667399587684,1.2465480082258147,off,off
2016-03-14,-0.46612550519972995,1.5110821054931096,-0.43656873670034224,2.1698812422530818,0.6945672764615298,1.312186712893444,off,off
2016-03-15,-0.47404846497346437,1.597346950941651,-0.45523318205878793,2.168624235807783,0.7091723849292954,1.3335807803274553,off,off
2016-03-16,-0.6600748461812379,1.5782751137127442,-0.5796528320707526,2.0552767066706537,0.5984560355328519,1.1198619635635834,off,off
2016-03-17,-0.7152092704699514,1.5452357530299008,-0.6300530288520922,1.8840578428508497,0.5210078241396767,0.938138592576866,off,off
2016-03-18,-0.757235278390569,1.5439554722254234,-0.6630941113577312,1.9165062736100273,0.5100330890217877,0.9348727337535409,off,off
2016-03-21,-0.7801179648316062,1.5418509440520207,-0.6753110734706148,1.9592954281824568,0.5114293334830642,0.9526723794157815,off,off
2016-03-22,-0.7415927530082354,1.5485040196469957,-0.6667096161255265,2.0108834091565666,0.5377712649174501,1.0134705935785482,off,off
2016-03-23,-0.6638256449862611,1.640641463671591,-0.6676525112155737,2.068242548684781,0.5943514640386343,1.1239005557127681,off,off
2016-03-24,-0.6837497160154272,1.6775906481904614,-0.621173617235887,2.07922471484188,0.6129730074452567,1.1526060003615388,off,off
2016-03-28,-0.6331805433454678,1.7253491954731863,-0.5628520206156733,2.0470169467394483,0.6440833945628734,1.188470346504248,off,off
2016-03-29,-0.775981981395873,1.7301292537063915,-0.6214059288314874,1.9286691231465067,0.5653526166563845,1.0206219121781615,off,off
2016-03-30,-0.8018896054207397,1.6834058502058846,-0.6825419982112658,1.8790840208207547,0.5195145668486585,0.9347509603781502,off,off
2016-03-31,-0.7623203538690075,1.7069198896245978,-0.7326581376638248,1.840053667374637,0.5129987663666007,0.9142690865851384,off,off
2016-04-01,-0.8476648358658116,1.7467122089000822,-0.7844853279481233,1.8427261113724545,0.48932203911465044,0.8778497065063692,off,off
2016-04-04,-0.7446020637112994,1.7692222285225048,-0.8316538913483132,1.8246075577586687,0.5043934578053901,0.9026130819572482,off,off
