,zVIX,zCRED,zMOVE,zDXY,composite_eqw,composite_pca1,state_eqw,state_pca1
2017-01-18,-0.8656883462554303,0.7890672966625164,-0.5379736151494462,2.2884797768276313,0.4184712780213178,1.0256762826434804,neutral,off
2017-01-19,-0.8346048339315439,0.7868458215455815,-0.4082981851991821,2.3142720852535055,0.4645537219170902,1.0900730653275421,off,off
2017-01-20,-0.9615261995060739,0.7850007130623801,-0.4558250460074758,2.257871442301632,0.4063802274626156,0.9888934722687273,neutral,off
2017-01-23,-0.9375565758339253,0.8302232591944209,-0.49091829270107445,2.1795637404527364,0.3953280327780394,0.9375395699745978,neutral,off
2017-01-24,-1.0090074836695084,0.793687145230195,-0.49049879879924396,2.2017451295539505,0.3739814980788483,0.9205115655328848,neutral,off
2017-01-25,-1.0352646393131222,0.7199204220476386,-0.4450979767007455,2.157532373577207,0.3492725449027445,0.8638992326230375,neutral,off
2017-01-26,-1.0532930535020657,0.7361964117465989,-0.5151364304783003,2.2005339662422427,0.34207522350211894,0.8821206476050223,neutral,off
2017-01-27,-1.0579714516973275,0.7387623990579126,-0.5890064529531148,2.2174036993512205,0.32729704843967267,0.8767945947701403,neutral,off
2017-01-30,-0.9241708503251629,0.7420302271907132,-0.5838131889930892,2.201779393852251,0.358956395431178,0.9087206079198271,neutral,off
2017-01-31,-0.9125395791192095,0.7698937539358265,-0.5789175789318054,2.0799187171008198,0.33958882824640785,0.8206634915745823,neutral,off
2017-02-01,-0.9306672973261505,0.7373634784904918,-0.6285087476529618,2.094521520839428,0.31817723858770186,0.8059015880719729,neutral,off
2017-02-02,-0.9180050679770203,0.7339779206312457,-0.6555766336098555,2.1194286311938653,0.31995621255955875,0.8228719482542772,neutral,off
2017-02-03,-1.0161494703906786,0.7277089166715666,-0.7303171046550662,2.1196655027284264,0.27522696108856204,0.7708531948773063,neutral,off
2017-02-06,-0.9746977830553855,0.765795987688268,-0.7253517536227572,2.12248586882577,0.2970580799589739,0.8008351186512317,neutral,off
2017-02-07,-0.9825210016403625,0.7972496655927046,-0.7097250163721297,2.165339280381642,0.3175857319904636,0.8495090362624177,neutral,off
2017-02-08,-0.9657166870132483,0.8246546923243248,-0.6896608105620821,2.165435458138416,0.3336781632218526,0.8725288181813668,neutral,off
2017-02-09,-1.0238158603260945,0.7711688811237052,-0.6832334578005179,2.2106701448342676,0.3186974269578401,0.8757630248975096,neutral,off
2017-02-10,-1.0264703612418904,0.7615554317693306,-0.6628814775772655,2.2273758260918894,0.32489485476051605,0.8909075653703397,neutral,off
2017-02-13,-1.0034766612776183,0.7422760009547418,-0.6863972274150195,2.245299954633518,0.3244255167239055,0.9006499788299767,neutral,off
2017-02-14,-1.0369233723659728,0.7113550426774238,-0.7327248128868088,2.2798722115444554,0.30539476724227443,0.8970265587763266,neutral,off
2017-02-15,-0.910306565483024,0.7000193506782532,-0.7843664267502203,2.2680315017744492,0.3183444650548645,0.9136207503450497,neutral,off
2017-02-16,-0.9315168319128148,0.7359479514745692,-0.7034853862250704,2.1701877437563684,0.3177833692732631,0.8566483128235403,neutral,off
2017-02-17,-0.9588679546803528,0.7509426141407296,-0.6573217201566159,2.2331492504644213,0.3419755474420455,0.9184463538116889,neutral,off
2017-02-21,-0.9502896901898275,0.7220001802127609,-0.6885612888744312,2.284314238169939,0.3418658598296103,0.9467318314888516,neutral,off
2017-02-22,-0.932483555893763,0.7248758687830509,-0.6723444266128814,2.276335447018476,0.34909583332372063,0.9505327310547419,neutral,off
2017-02-23,-0.9352111649199991,0.7409830372745944,-0.6905350938525944,2.237667711046559,0.33822612238714,0.9214147215522611,neutral,off
2017-02-24,-0.959484345268402,0.7833059606836031,-0.6544419675742286,2.240083754493919,0.35236585058372294,0.9395844156031852,neutral,off
2017-02-27,-0.895495551167282,0.747132541375379,-0.623403729743526,2.2424899208555455,0.3676807953300292,0.9565390310008803,neutral,off
2017-02-28,-0.8099944907435834,0.7615337483021393,-0.6232298625537916,2.2385008985144736,0.39170257337980946,0.9843357369112027,neutral,off
2017-03-01,-0.8487255029549725,0.6816446705330597,-0.6230561407732264,2.3200064726575644,0.38246737486560634,1.0144745772579664,neutral,off
2017-03-02,-0.9233539811174993,0.6979733045030784,-0.6629433707365717,2.370565703057829,0.370560413926709,1.0342575438711923,neutral,off
2017-03-03,-1.0102429204801227,0.7034530375701912,-0.7740376722516641,2.2833801846065866,0.30063815736124777,0.9078503605180204,neutral,off
2017-03-06,-0.9810994046533057,0.7172554081508691,-0.7850666327510127,2.2932618995930656,0.31108781758490406,0.9271250606024455,neutral,off
2017-03-07,-0.959161996757293,0.7326743717649468,-0.7664112177258124,2.311999279981044,0.3297751093157213,0.9596725834527395,neutral,off
2017-03-08,-0.9167141061100941,0.7682722728026424,-0.7489516516286655,2.342085460478094,0.3611729938854942,1.0147452468813252,neutral,off
2017-03-09,-0.8712147164859841,0.7403993265890426,-0.6724240587463794,2.3111296164442683,0.37697254195023683,1.0153651319217774,neutral,off
2017-03-10,-0.9365998276401448,0.7686146404940015,-0.7161696485062106,2.23211664198441,0.33699045158301405,0.9269779088340919,neutral,off
2017-03-13,-0.9680665719218513,0.7266440967559007,-0.7771170403890594,2.245919283947923,0.3068449420982283,0.900139983577122,neutral,off
2017-03-14,-0.8701779735293291,0.7651729465737064,-0.7905263415320335,2.28371903372193,0.3470469163085685,0.9717033731717346,neutral,off
2017-03-15,-0.938649345300902,0.7137454550920302,-0.8959774958904394,2.159434008441475,0.259638155585541,0.8013436403020766,neutral,off
2017-03-16,-0.9814088042002531,0.727655045322751,-0.9306915008870472,2.097560880403552,0.2282789051597507,0.7355102030493668,neutral,off
2017-03-17,-0.9738385492457302,0.7471253272686673,-0.9220304624008558,2.099091579896639,0.23758697387968009,0.7477844279034873,neutral,off
2017-03-20,-0.9673006510129948,0.7893878916223309,-0.9484137094775555,2.1107181736049223,0.2460979261841757,0.7676489051958839,neutral,off
2017-03-21,-0.8509238315767937,0.8845018266858649,-0.8794596544369322,2.032696216404513,0.296703639269163,0.7841919915116141,neutral,off
2017-03-22,-0.8157227825008206,0.8853879770710507,-0.8791483985501896,2.014217675460753,0.3011836178701984,0.7791369806482176,neutral,off
2017-03-23,-0.7836204638775158,0.8749518073945819,-0.7870652777260179,2.0222727698744385,0.3316347089163717,0.816267199319594,neutral,off
2017-03-24,-0.799798713869405,0.8505384338558036,-0.8096825609691054,2.0038422885855725,0.3112248619007164,0.7819279119363469,neutral,off
2017-03-27,-0.8467768483566617,0.8814260073857539,-0.8619912999922485,1.9439138126961768,0.27914291793325513,0.7143731173467923,neutral,off
2017-03-28,-0.9460990605921333,0.805520352140039,-0.8833761267568631,2.0100269063590908,0.24651801778753335,0.7112115274463755,neutral,off
2017-03-29,-0.9570377175074567,0.8167832278000907,-0.9106884862617279,2.0444826711166444,0.2483849237868876,0.7348751858505783,neutral,off
2017-03-30,-0.9443498125207687,0.7437272599035173,-0.9127333055999941,2.0939021993667826,0.24513658528738425,0.7584978050447668,neutral,off
2017-03-31,-0.8587547072426527,0.7570832285238265,-0.9195297978355498,2.0841246483132436,0.26573084293971694,0.777918759812109,neutral,off
2017-04-03,-0.857430810247013,0.8222788540833785,-0.9034473271734568,2.105755613885191,0.29178908263702497,0.8228163850206237,neutral,off
2017-04-04,-0.9177342512096371,0.7924899345717503,-0.7979464006137134,2.103481946171948,0.2950728072300869,0.8184757315805411,neutral,off
2017-04-05,-0.8044098162051194,0.8128438492710222,-0.8288859923991407,2.103721663894411,0.3208174261402933,0.8512042170812588,neutral,off
2017-04-06,-0.8555101703870731,0.809329753377,-0.6939905079848245,2.1152315618894493,0.34376515922363793,0.8795229730970886,neutral,off
2017-04-07,-0.8059042282178893,0.7891622424690775,-0.6816001950174561,2.176754021449026,0.3696029601706895,0.9431887419645512,neutral,off
2017-04-10,-0.6843976595467912,0.7938230317664038,-0.6861581443272505,2.154269738286599,0.3943842415447403,0.9593735742579794,neutral,off
2017-04-11,-0.5793743992877533,0.8589631372300068,-0.6247162442155428,2.113123430022787,0.44199898093737444,0.9907007898391683,off,off
2017-04-12,-0.507268987812856,0.8843074774561962,-0.5395041703756892,2.1195756323691435,0.4892774879091986,1.045903892078411,off,off
2017-04-13,-0.48760927359565376,0.9208129266849282,-0.5078420010585856,2.0898138967868323,0.5037938872043803,1.0457459493841692,off,off
2017-04-17,-0.6211535051770961,0.8721427649622007,-0.6124115526285782,2.055165349387325,0.42343576413596284,0.9364356326119063,off,off
2017-04-18,-0.6456610027501529,0.9318483573111286,-0.5554289364419289,1.953309509867727,0.4210169819966934,0.8746982821424494,off,off
2017-04-19,-0.5930323220132934,0.9108875975759108,-0.547549854665493,1.9813523069543593,0.43791443196287094,0.9089032571005737,off,off
2017-04-20,-0.6730969155781583,0.8638442846000277,-0.525687280784613,1.9844024979002357,0.412365646534373,0.8779713750882481,off,off
2017-04-21,-0.6235303791546662,0.871433875952279,-0.427641087741833,2.0073552494942075,0.4569044146374968,0.9376729944827149,off,off
2017-04-24,-1.013186454173775,0.8115796929183633,-0.840643113089076,1.8946522042752365,0.2131005824826872,0.6118890111293833,neutral,off
2017-04-25,-1.0210072148615272,0.7537709638495634,-0.8674397190520159,1.859360476736561,0.18117112666814533,0.5534325707368589,neutral,off
2017-04-26,-1.0113399405997896,0.7869834758016001,-0.9090994244915835,1.875123453991517,0.18541689117543597,0.57117127289871,neutral,off
2017-04-27,-1.0613229667599426,0.7891714469292115,-0.9423988503947247,1.8883581755845864,0.16845195133978264,0.5613151813992929,neutral,off
2017-04-28,-1.0135761530172116,0.8040178816260838,-0.9310365533487126,1.8829315291248274,0.18558417609624672,0.5797346533225392,neutral,off
2017-05-01,-1.0861771257096509,0.7832170315934861,-0.9542034968995433,1.892410809747394,0.15881180468292144,0.5550703320897321,neutral,off
2017-05-02,-1.0363556856278016,0.8089644860845049,-0.9264642523447169,1.8708557795671792,0.17925008191979142,0.5655226140668462,neutral,off
2017-05-03,-1.0266775344014645,0.7946135119539998,-0.9541000706057847,1.897708837475296,0.17788618610551166,0.5803321474332123,neutral,off
2017-05-04,-1.0488824388863611,0.8283398386851837,-0.9329074965259576,1.8402274541747115,0.1716943393618941,0.5403417822427488,neutral,off
2017-05-05,-1.0371381288071895,0.8144026499265352,-0.9730399684271713,1.8250118999807228,0.15730911316822427,0.5183286412646664,neutral,off
2017-05-08,-1.1189643039358546,0.7851217644363784,-1.071172219773803,1.8853559754536817,0.12008530404510065,0.5152538656210754,neutral,off
2017-05-09,-1.0989352436136202,0.7933743753826792,-1.0763729851712793,1.938103207041695,0.13904233840986868,0.5682897572273078,neutral,off
2017-05-10,-1.0727569160010777,0.763456864266861,-1.0815692646035568,1.9461813727105208,0.1388280140931868,0.5715028578330434,neutral,off
2017-05-11,-1.0322092664997435,0.767143958109191,-1.097769957927369,1.9381702246775392,0.14383373958990442,0.5733949720909393,neutral,off
2017-05-12,-1.0523506333367967,0.8206147777964684,-1.060398957202091,1.8906546392830155,0.149629956635149,0.5553725666693752,neutral,off
2017-05-15,-1.0498584848219987,0.7969344053384165,-1.0296063833355793,1.8469751149283202,0.14111116302728965,0.5172684645580727,neutral,off
2017-05-16,-1.0257805528478239,0.7962225141564251,-1.0657868457541873,1.7466288561602832,0.11282099292867426,0.42800019063794725,neutral,neutral
2017-05-17,-0.5174002675059762,0.9002660108651523,-0.854665261689056,1.6600891487534393,0.2970724076058898,0.5777509540601639,neutral,off
2017-05-18,-0.6129312979205017,0.8870968079456267,-0.9615093280967508,1.7156133603111492,0.25706738555988085,0.5704184154161585,neutral,off
2017-05-19,-0.8822533386769886,0.8746201414125061,-0.9956649435981864,1.624259599162218,0.15524036457488727,0.4044351917406082,neutral,neutral
2017-05-22,-0.9961012028574759,0.8358092719276536,-1.0652022080480277,1.6021397027028919,0.09416139093126047,0.3246852020576829,neutral,neutral
2017-05-23,-1.0173072909486824,0.8059502577076968,-1.0647561012947475,1.6466234508612707,0.09262757908138436,0.3477788050918038,neutral,neutral
2017-05-24,-1.0888815108265677,0.8046366347058557,-1.0958482959360663,1.6318718825214895,0.06294467761617784,0.30746291470491405,neutral,neutral
2017-05-25,-1.0914995704969046,0.816388457632083,-1.098053062885104,1.6319324096408028,0.0646920584727193,0.31017960916121234,neutral,neutral
2017-05-26,-1.1095375880396814,0.8179765752286646,-1.10561079468587,1.6492312395622337,0.06301485801633672,0.3201563481236996,neutral,neutral
2017-05-30,-1.0504491607062871,0.8307985419909728,-1.1051294983562712,1.6332586970269698,0.0771196449888461,0.32692106252873115,neutral,neutral
2017-05-31,-1.04693205629211,0.8431950151511494,-1.107623446644685,1.5877855058050618,0.06910625450485403,0.2917532927043993,neutral,neutral
2017-06-01,-1.0999637869677996,0.8324012761303153,-1.1056534442294208,1.6211375152390217,0.06198039004302913,0.3030610395769361,neutral,neutral
2017-06-02,-1.1138804007745635,0.8726514027923586,-1.1129060388946088,1.560954412827553,0.05170484398768482,0.25837424693396205,neutral,neutral
2017-06-05,-1.0804969145226127,0.8533440075017623,-1.134427903239097,1.5697423227740273,0.052040378128520026,0.2648872831175688,neutral,neutral
2017-06-06,-1.0409753020773267,0.8974259595537921,-1.1273778769033371,1.5490113298843287,0.06952102761436424,0.2738785673903543,neutral,neutral
2017-06-07,-1.0467194153599932,0.9049320244903576,-1.079889192593406,1.5615005561571382,0.08495599317352415,0.29652781500598885,neutral,neutral
2017-06-08,-1.069934022892666,0.8795648194856882,-1.11125280114274,1.5813367025001943,0.06992867448761914,0.29189191791565594,neutral,neutral
2017-06-09,-1.013976457572267,0.8615479471798255,-1.145559174859078,1.6232391181220978,0.08131285821764456,0.33010478652395353,neutral,neutral
2017-06-12,-0.9354448131698402,0.8469270726021664,-1.1521782534134948,1.6061283197275509,0.09135808143659557,0.3312783383610392,neutral,neutral
2017-06-13,-1.0420184812679423,0.8394582434840088,-1.1709803395051621,1.5853698848959648,0.05295732690171728,0.27712184192606326,neutral,neutral
2017-06-14,-1.0189792132930386,0.9052532281187228,-1.1540877476626952,1.5793756311669374,0.0778904745824816,0.30381150483946084,neutral,neutral
2017-06-15,-0.9918464241646435,0.9191465591108597,-1.172291144957614,1.6384024497101588,0.09835285992469023,0.36328902998477663,neutral,neutral
2017-06-16,-1.0449179830886377,0.9436514014905447,-1.175018428110502,1.6041205148985842,0.08195887629749732,0.32624095984790996,neutral,neutral
2017-06-19,-1.0455200814035033,0.9010201962944924,-1.170906839552894,1.6483570520761557,0.08323758185356267,0.35263635752691647,neutral,neutral
2017-06-20,-0.9947247251270958,0.957169547147861,-1.1703662134332231,1.6741204906108247,0.11654977479959172,0.40773031730612774,neutral,neutral
2017-06-21,-1.0056471460812384,1.018350605817935,-1.1686375813088652,1.649609268158864,0.12341878664667388,0.4039092776691112,neutral,neutral
2017-06-22,-1.0330080396208925,0.9993351061287976,-1.1832546398167771,1.6459666243243112,0.10725976275385979,0.3836431335932914,neutral,neutral
2017-06-23,-1.0798753740844056,0.9638189087052823,-1.1818109018922054,1.6154012594498313,0.07938347304462567,0.33269008280216494,neutral,neutral
